Customer_ID,last_order_date,frequency,monetary,recency_days,R_score,F_score,M_score,RFM_Score,RFM_Segment,kmeans_cluster
66619_US,2023-06-06,5,440.5610859728506,575,2,5,5,255,At Risk,0
50400_MY,2023-08-12,4,439.99,508,2,4,5,245,At Risk,0
K7M 4W8_CA,2023-07-30,1,437.06,521,2,2,5,225,Hibernating,2
37881_US,2023-08-19,4,436.97494305239184,501,2,4,5,245,At Risk,0
48419_US,2023-08-14,1,436.9528301886792,506,2,1,5,215,Hibernating,2
1073_US,2023-08-14,5,436.8564705882353,506,2,5,5,255,At Risk,0
SW5 9TQ_GB,2023-08-20,2,436.65833333333336,500,2,4,5,245,At Risk,0
73103_US,2023-08-25,7,436.017937219731,495,2,5,5,255,At Risk,0
63115_US,2023-06-15,3,435.7408008072945,566,2,4,5,245,At Risk,0
4410_NZ,2023-02-23,4,435.52,678,1,4,5,145,At Risk,0
10985_US,2023-05-21,3,435.4626865671641,591,2,4,5,245,At Risk,0
V7E 4K2_CA,2023-03-21,3,433.34000000000003,652,1,4,5,145,At Risk,0
EH45 8HF_GB,2023-04-29,3,433.29166666666663,613,1,4,5,145,At Risk,0
969_PR,2023-09-05,7,433.21,484,2,5,5,255,At Risk,0
38127_US,2023-08-20,5,432.8382687927107,500,2,5,5,255,At Risk,0
72324_US,2023-08-14,3,432.58000000000004,506,2,4,5,245,At Risk,0
R3T 2K1_CA,2023-07-25,5,432.55,526,2,5,5,255,At Risk,0
28433_US,2023-04-25,5,431.58139534883725,617,1,5,5,155,At Risk,0
57045_US,2023-06-05,4,430.6,576,2,4,5,245,At Risk,0
32798_US,2023-08-23,4,430.41474654377885,497,2,4,5,245,At Risk,0
5011_NZ,2023-08-13,5,430.16999999999996,507,2,5,5,255,At Risk,0
66549_US,2023-07-13,4,429.61990950226243,538,2,4,5,245,At Risk,0
E14 0TT_GB,2023-08-03,3,429.1333333333333,517,2,4,5,245,At Risk,0
14733_US,2023-08-13,4,428.9965556831228,507,2,4,5,245,At Risk,0
81240_US,2023-08-05,4,428.1654676258992,515,2,5,5,255,At Risk,0
M9V2E9_CA,2023-05-07,3,427.99,605,1,4,5,145,At Risk,0
97004-9662_US,2023-08-31,1,427.93,489,2,1,5,215,Hibernating,2
B3M 4S2_CA,2023-07-19,2,427.86,532,2,4,5,245,At Risk,0
60151_US,2023-07-20,5,427.82608695652175,531,2,5,5,255,At Risk,0
94038_US,2023-08-16,5,427.5717539863326,504,2,5,5,255,At Risk,0
40069_US,2023-08-26,5,427.2452830188679,494,2,5,5,255,At Risk,0
77872_US,2023-07-28,4,427.0484988452655,523,2,5,5,255,At Risk,0
63385-4923_US,2023-08-22,2,426.74883771218504,498,2,4,5,245,At Risk,0
6608_US,2023-09-06,6,426.5444287729197,483,2,5,5,255,At Risk,0
59088_US,2023-08-22,4,426.39,498,2,4,5,245,At Risk,0
43447_US,2023-08-02,6,426.35185185185185,518,2,5,5,255,At Risk,0
E2M5T9_CA,2023-06-15,1,426.35,566,2,2,5,225,Hibernating,2
154-0011_JP,2023-08-07,5,426.29999999999995,513,2,5,5,255,At Risk,0
1515_US,2023-08-27,4,426.08000000000004,493,2,4,5,245,At Risk,0
15870_US,2023-06-13,3,425.962962962963,568,2,4,5,245,At Risk,0
N0M 1L0_CA,2023-08-21,3,424.87,499,2,4,5,245,At Risk,0
63537_US,2023-07-12,4,424.7846614048366,539,2,4,5,245,At Risk,0
1051_NZ,2023-08-21,6,423.98,499,2,5,5,255,At Risk,0
16424_US,2023-05-26,6,423.8611111111111,586,2,5,5,255,At Risk,0
400058_IN,2023-05-27,2,423.57,585,2,4,5,245,At Risk,0
76641_US,2023-06-29,4,423.41801385681293,552,2,5,5,255,At Risk,0
6282_US,2023-08-25,4,422.971321109544,495,2,4,5,245,At Risk,0
15331_US,2023-07-26,3,422.7037037037037,525,2,4,5,245,At Risk,0
V8C 2K6_CA,2023-08-17,3,422.6,503,2,4,5,245,At Risk,0
83254_US,2023-08-27,5,422.59,493,2,5,5,255,At Risk,0
WA2 7DB_GB,2023-04-25,1,422.48333333333335,617,1,3,5,135,At Risk,0
L0L 2J0_CA,2023-08-03,4,422.34000000000003,517,2,5,5,255,At Risk,0
12058_US,2023-08-18,3,422.30080367393793,502,2,4,5,245,At Risk,0
52654_US,2023-04-06,4,422.18691588785043,636,1,4,5,145,At Risk,0
K9H7K9_CA,2023-01-30,1,421.92,702,1,2,5,125,Hibernating,2
72650_US,2023-04-24,5,421.84,618,1,5,5,155,At Risk,0
76372_US,2023-07-13,2,421.4133949191686,538,2,4,5,245,At Risk,0
15627_US,2023-08-17,6,421.25925925925924,503,2,5,5,255,At Risk,0
38345_US,2023-09-02,2,421.0660592255125,487,2,4,5,245,At Risk,0
V4W3W2_CA,2023-08-08,3,420.86,512,2,4,5,245,At Risk,0
T3M 3C5_CA,2023-02-23,2,420.79999999999995,678,1,4,5,145,At Risk,0
51537_US,2023-06-25,6,420.214953271028,556,2,5,5,255,At Risk,0
42220_US,2023-09-03,5,419.82075471698107,486,2,5,5,255,At Risk,0
97627_US,2023-08-31,3,419.52,489,2,4,5,245,At Risk,0
30753_US,2023-08-12,6,419.28374655647383,508,2,5,5,255,At Risk,0
17021_US,2023-08-13,2,418.4814814814814,507,2,4,5,245,At Risk,0
15214_US,2023-08-18,4,417.54629629629625,502,2,4,5,245,At Risk,0
46013_ES,2023-09-03,4,417.0545454545454,486,2,4,5,245,At Risk,0
33178-2508_US,2023-03-14,1,417.03225806451616,659,1,1,5,115,Hibernating,2
V7N 3G6_CA,2023-02-03,2,415.59000000000003,698,1,4,5,145,At Risk,0
J2C 2W3_CA,2023-06-13,2,415.35,568,2,4,5,245,At Risk,0
J5A 1C4_CA,2023-03-31,2,415.14,642,1,4,5,145,At Risk,0
19562_US,2023-05-26,3,414.37962962962956,586,2,4,5,245,At Risk,0
84761_US,2023-09-01,5,414.27785419532324,488,2,5,5,255,At Risk,0
LS10 2QD_GB,2023-05-10,1,414.15,602,2,2,5,225,Hibernating,2
66402_US,2023-08-28,4,414.1447963800905,492,2,4,5,245,At Risk,0
34945_US,2023-07-11,4,413.55760368663596,540,2,4,5,245,At Risk,0
4061_US,2023-08-31,6,413.4,489,2,5,5,255,At Risk,0
S4S 4T7_CA,2023-08-29,3,413.17999999999995,491,2,4,5,245,At Risk,0
1023_NZ,2023-08-20,5,412.93,500,2,5,5,255,At Risk,0
98568_US,2023-08-15,3,412.054298642534,505,2,4,5,245,At Risk,0
NR9 4LP_GB,2023-04-17,5,411.6333333333334,625,1,5,5,155,At Risk,0
92356_US,2023-08-07,5,411.3439635535308,513,2,5,5,255,At Risk,0
31400_MY,2023-03-09,2,411.33,664,1,4,5,145,At Risk,0
33069-1104_US,2023-05-20,2,411.17972350230417,592,2,4,5,245,At Risk,0
50238_US,2023-05-20,2,409.3738317757009,592,2,4,5,245,At Risk,0
76943_US,2023-07-07,4,409.29330254041565,544,2,5,5,255,At Risk,0
T5W4R7_CA,2023-02-27,3,408.53999999999996,674,1,4,5,145,At Risk,0
27045_US,2023-07-04,7,408.4744186046512,547,2,5,5,255,At Risk,0
L0S 1S0_CA,2023-08-08,4,408.3,512,2,5,5,255,At Risk,0
CR7 8PD_GB,2023-01-12,3,408.2916666666667,720,1,4,5,145,At Risk,0
13612_US,2023-08-05,4,408.20206659012626,515,2,4,5,245,At Risk,0
1731_US,2023-08-19,6,407.9341176470589,501,2,5,5,255,At Risk,0
74301_US,2023-08-24,6,407.9192825112107,496,2,5,5,255,At Risk,0
1521_US,2023-07-22,4,407.64235294117645,529,2,4,5,245,At Risk,0
T0B4J0_CA,2023-07-23,2,407.59000000000003,528,2,4,5,245,At Risk,0
P1L 1W9_CA,2023-08-20,5,407.51,500,2,5,5,255,At Risk,0
MK43 0PS_GB,2023-07-30,6,407.4666666666667,521,2,5,5,255,At Risk,0
14779_US,2023-08-21,7,407.4305396096441,499,2,5,5,255,At Risk,0
62896_US,2023-06-14,6,407.0434782608696,567,2,5,5,255,At Risk,0
H91 HC66_IE,2023-04-14,3,407.03937007874015,628,1,4,5,145,At Risk,0
37821-8521_US,2023-08-09,4,406.8063781321185,511,2,4,5,245,At Risk,0
4572_NZ,2023-07-30,4,406.32,521,2,4,5,245,At Risk,0
29812_US,2023-06-02,5,406.23853211009174,579,2,5,5,255,At Risk,0
E14 3NH_GB,2023-06-14,2,405.4000000000001,567,2,4,5,245,At Risk,0
30833_ES,2023-04-20,2,404.48181818181814,622,1,4,5,145,At Risk,0
71742_US,2023-07-21,7,404.43,530,2,5,5,255,At Risk,0
V6L 1Y4_CA,2023-01-10,1,404.23,722,1,3,5,135,At Risk,0
G6W 7S5_CA,2023-08-24,2,403.91999999999996,496,2,4,5,245,At Risk,0
N0H 2C1_CA,2023-06-30,3,403.40000000000003,551,2,4,5,245,At Risk,0
LL78 8JF_GB,2023-05-17,4,403.3083333333334,595,2,5,5,255,At Risk,0
37022_US,2023-04-18,5,402.9703872437358,624,1,5,5,155,At Risk,0
L4J 0B4_CA,2023-03-20,1,402.1,653,1,2,5,125,Hibernating,2
S6J 0A4_CA,2023-03-20,1,402.07,653,1,3,5,135,At Risk,0
24317_US,2023-06-16,4,402.03773584905656,565,2,4,5,245,At Risk,0
61545_US,2023-04-03,3,401.7217391304348,639,1,4,5,145,At Risk,0
M4Y 0E8_CA,2023-08-06,2,401.54999999999995,514,2,4,5,245,At Risk,0
30547_US,2023-07-30,4,401.37741046831957,521,2,4,5,245,At Risk,0
59749_US,2023-08-25,3,401.31,495,2,4,5,245,At Risk,0
T8H 0C3_CA,2023-05-06,2,400.92,606,1,4,5,145,At Risk,0
35091_US,2023-08-25,4,400.79,495,2,4,5,245,At Risk,0
10963_US,2023-06-10,4,400.40413318025253,571,2,4,5,245,At Risk,0
96297_US,2023-07-04,2,400.29,547,2,4,5,245,At Risk,0
201308_IN,2023-08-13,3,400.1,507,2,4,5,245,At Risk,0
LU1 4EL_GB,2023-09-04,2,400.0,485,2,4,5,245,At Risk,0
CF11 7JR_GB,2023-06-03,2,400.0,578,2,4,5,245,At Risk,0
SP11 6SN_GB,2023-05-09,2,399.9916666666667,603,2,4,5,245,At Risk,0
G41 3AU_GB,2023-03-06,1,399.9916666666667,667,1,2,5,125,Hibernating,2
T8X 4E1_CA,2023-02-20,1,399.62,681,1,3,5,135,At Risk,0
7088_US,2023-08-22,3,399.579763139224,498,2,4,5,245,At Risk,0
39455_US,2023-09-06,6,399.23,483,2,5,5,255,At Risk,0
18940-1811_US,2023-06-16,1,398.30555555555554,565,2,1,5,215,Hibernating,2
85363_US,2023-08-11,4,397.9226618705036,509,2,5,5,255,At Risk,0
J9X 2H4_CA,2023-04-09,1,397.87,633,1,2,5,125,Hibernating,2
S45 0FA_GB,2023-07-19,3,397.4416666666667,532,2,4,5,245,At Risk,0
28456_US,2023-07-09,5,397.3302325581395,542,2,5,5,255,At Risk,0
15469_US,2023-06-22,3,396.8703703703703,559,2,4,5,245,At Risk,0
29302-4137_US,2023-08-13,2,396.3853211009174,507,2,4,5,245,At Risk,0
9220_NZ,2023-08-24,2,396.28,496,2,4,5,245,At Risk,0
74002_US,2023-08-28,4,395.91031390134526,492,2,5,5,255,At Risk,0
80134-2741_US,2023-09-05,3,395.6474820143884,484,2,4,5,245,At Risk,0
56069_US,2023-08-12,5,395.6371986222732,508,2,5,5,255,At Risk,0
20521-2220_US,2023-04-11,1,395.39,631,1,1,5,115,Hibernating,2
12084_US,2023-05-25,5,395.2514351320321,587,2,5,5,255,At Risk,0
53804_US,2023-07-09,2,395.2505854800937,542,2,4,5,245,At Risk,0
59872_US,2023-06-28,4,394.9,553,2,4,5,245,At Risk,0
39307_US,2023-08-15,5,394.20000000000005,505,2,5,5,255,At Risk,0
27343_US,2023-08-06,6,393.73023255813956,514,2,5,5,255,At Risk,0
08204-1922_US,2023-03-17,2,393.31259437137294,656,1,4,5,145,At Risk,0
39576_US,2023-09-03,3,393.17999999999995,486,2,4,5,245,At Risk,0
97438_US,2023-05-04,2,393.13,608,1,4,5,145,At Risk,0
S4X 2L5_CA,2023-08-19,2,392.57000000000005,501,2,4,5,245,At Risk,0
T2W 3Y1_CA,2023-04-02,2,392.49,640,1,4,5,145,At Risk,0
WA3 1FS_GB,2023-03-22,3,392.48333333333335,651,1,4,5,145,At Risk,0
1209_PH,2023-07-13,5,392.21000000000004,538,2,5,5,255,At Risk,0
38472_US,2023-08-14,4,392.0911161731207,506,2,4,5,245,At Risk,0
37057_IT,2023-08-26,6,391.6454545454545,494,2,5,5,255,At Risk,0
62418_US,2023-09-05,6,391.608695652174,484,2,5,5,255,At Risk,0
72512_US,2023-09-05,4,391.2,484,2,4,5,245,At Risk,0
3753_US,2023-06-28,5,391.13,553,2,5,5,255,At Risk,0
4357_US,2023-08-03,3,391.08,517,2,4,5,245,At Risk,0
30427_US,2023-05-11,6,391.01010101010104,601,2,5,5,255,At Risk,0
M4L 3Y9_CA,2023-08-15,2,390.54,505,2,4,5,245,At Risk,0
T4B 3J1_CA,2023-04-14,3,390.53999999999996,628,1,4,5,145,At Risk,0
50100_MY,2023-07-16,3,390.37,535,2,4,5,245,At Risk,0
76554_US,2023-07-22,4,390.22632794457274,529,2,5,5,255,At Risk,0
T5W 0L8_CA,2023-05-28,2,390.06,584,2,4,5,245,At Risk,0
37201_US,2023-08-04,5,389.62186788154895,516,2,5,5,255,At Risk,0
32563-3723_US,2023-07-05,3,389.35483870967744,546,2,4,5,245,At Risk,0
T2X 0A2_CA,2023-07-11,2,388.94000000000005,540,2,4,5,245,At Risk,0
32140_US,2023-07-30,4,388.52534562211986,521,2,4,5,245,At Risk,0
4441_US,2023-09-01,4,388.33,488,2,4,5,245,At Risk,0
K7M7H5_CA,2023-08-21,1,388.3,499,2,2,5,225,Hibernating,2
78576_US,2023-08-10,5,388.1847575057737,510,2,5,5,255,At Risk,0
PO12 2NL_GB,2023-09-02,4,388.15833333333336,487,2,5,5,255,At Risk,0
89835_US,2023-05-27,2,387.4515593282893,585,2,4,5,245,At Risk,0
WR2 4DB_GB,2023-08-22,5,387.43333333333334,498,2,5,5,255,At Risk,0
89085_US,2023-08-27,5,386.56578704558035,493,2,5,5,255,At Risk,0
J0S 1K0_CA,2023-04-19,3,386.4,623,1,4,5,145,At Risk,0
60556_US,2023-07-21,4,386.1391304347826,530,2,4,5,245,At Risk,0
17047_US,2023-08-04,5,385.91666666666663,516,2,5,5,255,At Risk,0
8754_KR,2023-07-16,2,385.64,535,2,4,5,245,At Risk,0
29655_US,2023-09-05,5,385.4770642201835,484,2,5,5,255,At Risk,0
M6H 0C2_CA,2023-09-03,4,384.95,486,2,5,5,255,At Risk,0
71670_US,2023-06-29,3,384.78,552,2,4,5,245,At Risk,0
35208_US,2023-08-06,5,384.24,514,2,5,5,255,At Risk,0
15417_US,2023-08-14,5,384.12962962962956,506,2,5,5,255,At Risk,0
61008-7436_US,2023-06-04,1,384.104347826087,577,2,1,5,215,Hibernating,2
N5W 2H7_CA,2023-04-17,4,383.79,625,1,5,5,155,At Risk,0
J7Z 1C6_CA,2023-06-15,2,383.64000000000004,566,2,4,5,245,At Risk,0
CW5 5RQ_GB,2023-04-17,2,382.4916666666667,625,1,4,5,145,At Risk,0
33198-1525_US,2023-01-05,1,382.3041474654378,727,1,1,5,115,Hibernating,2
90802-6350_US,2023-03-19,3,381.867881548975,654,1,4,5,145,At Risk,0
T1C 0A5_CA,2023-08-03,5,381.74,517,2,5,5,255,At Risk,0
S4R 1L3_CA,2023-05-08,2,381.49,604,2,4,5,245,At Risk,0
62049_US,2023-06-28,4,381.4347826086957,553,2,4,5,245,At Risk,0
V3H 4T9_CA,2023-08-11,3,381.34000000000003,509,2,4,5,245,At Risk,0
L9T 6B3_CA,2023-02-03,2,381.1,698,1,4,5,145,At Risk,0
35447_US,2023-08-26,4,380.83,494,2,4,5,245,At Risk,0
CA14 3XJ_GB,2023-08-20,1,380.0,500,2,2,5,225,Hibernating,2
S4 7LS_GB,2022-12-31,1,379.98333333333335,732,1,3,5,135,At Risk,0
47638_US,2023-09-06,3,379.7757009345794,483,2,4,5,245,At Risk,0
65724_US,2023-04-05,4,379.3653367931668,637,1,4,5,145,At Risk,0
L1M 1N5_CA,2023-03-16,1,379.33,657,1,2,5,125,Hibernating,2
B0L1C0_CA,2023-05-07,2,379.24,605,1,4,5,145,At Risk,0
OX11 0FH_GB,2023-05-29,2,379.1583333333333,583,2,4,5,245,At Risk,0
CM13 1LP_GB,2023-07-28,6,379.125,523,2,5,5,255,At Risk,0
AB15 4AZ_GB,2023-07-16,4,379.125,535,2,5,5,255,At Risk,0
NW10 6FX_GB,2023-02-27,3,379.10833333333335,674,1,4,5,145,At Risk,0
69028_US,2023-05-13,3,378.86,599,2,4,5,245,At Risk,0
L0R2A0_CA,2023-08-15,3,378.76,505,2,4,5,245,At Risk,0
1060_NZ,2023-08-13,4,378.52,507,2,4,5,245,At Risk,0
2462_US,2023-07-07,5,378.1929411764706,544,2,5,5,255,At Risk,0
9818_US,2023-08-22,4,378.15,498,2,5,5,255,At Risk,0
T0A 2T0_CA,2023-06-17,2,378.04999999999995,564,2,4,5,245,At Risk,0
Y21 KA07_IE,2023-06-08,2,377.9527559055118,573,2,4,5,245,At Risk,0
5250_US,2023-07-30,3,377.86,521,2,4,5,245,At Risk,0
36474_US,2023-05-17,8,377.74,595,2,5,5,255,At Risk,0
WR14 1RL_GB,2023-05-07,3,377.475,605,1,4,5,145,At Risk,0
43164_US,2023-08-18,5,377.1944444444444,502,2,5,5,255,At Risk,0
NW9 5BF_GB,2023-06-28,6,376.625,553,2,5,5,255,At Risk,0
39776_US,2023-07-31,3,376.54,520,2,4,5,245,At Risk,0
62271_US,2023-06-22,5,375.92173913043484,559,2,5,5,255,At Risk,0
SL3 8UP_GB,2023-03-18,3,375.83333333333337,655,1,4,5,145,At Risk,0
KT3 4PH_GB,2023-04-27,4,375.83333333333337,615,1,5,5,155,At Risk,0
15145_ES,2023-03-15,1,375.69999999999993,658,1,1,5,115,Hibernating,2
5075_US,2023-05-20,1,375.5,592,2,1,5,215,Hibernating,2
89448_US,2023-04-29,2,375.31832441409847,613,1,4,5,145,At Risk,0
35049_US,2023-08-19,4,375.19,501,2,4,5,245,At Risk,0
52213_US,2023-04-24,5,375.03738317757006,618,1,5,5,155,At Risk,0
RM12 4YQ_GB,2023-04-22,2,374.9916666666667,620,1,4,5,145,At Risk,0
75554_US,2023-08-26,3,374.8452655889146,494,2,4,5,245,At Risk,0
22627_US,2023-06-01,3,374.6415094339623,580,2,4,5,245,At Risk,0
63359_US,2023-09-06,3,374.57202580459153,483,2,4,5,245,At Risk,0
2365_AU,2023-08-28,5,374.4363636363636,492,2,5,5,255,At Risk,0
H18 KX29_IE,2023-07-25,2,374.14960629921256,526,2,4,5,245,At Risk,0
74106_US,2023-06-04,6,373.7847533632287,577,2,5,5,255,At Risk,0
L0C1L0_CA,2023-07-29,4,373.73,522,2,5,5,255,At Risk,0
80016-5518_US,2023-08-10,5,373.5071942446043,510,2,5,5,255,At Risk,0
305-0044_JP,2023-07-29,3,372.90999999999997,522,2,4,5,245,At Risk,0
91730-8917_US,2023-06-06,3,372.6924829157175,575,2,4,5,245,At Risk,0
59834_US,2023-07-27,3,372.28,524,2,4,5,245,At Risk,0
4981_US,2023-05-19,3,372.26,593,2,4,5,245,At Risk,0
CV10 7SW_GB,2023-07-22,2,372.0333333333333,529,2,4,5,245,At Risk,0
50025_US,2023-07-25,4,371.9813084112149,526,2,4,5,245,At Risk,0
13439_US,2023-03-14,4,370.8748564867967,659,1,4,5,145,At Risk,0
IP2 8SA_GB,2023-09-06,3,370.8166666666667,483,2,4,5,245,At Risk,0
G3 7LH_GB,2023-05-30,2,370.8166666666666,582,2,4,5,245,At Risk,0
50854_US,2023-07-06,3,370.6542056074766,545,2,4,5,245,At Risk,0
52100_MY,2023-06-20,4,370.33,561,2,4,5,245,At Risk,0
50180_TH,2023-09-03,3,370.03999999999996,486,2,4,5,245,At Risk,0
46743_US,2023-07-13,6,369.4953271028037,538,2,5,5,255,At Risk,0
87124-1006_US,2023-06-01,1,369.47,580,2,1,5,215,Hibernating,2
94060_US,2023-08-30,4,369.2027334851936,490,2,5,5,255,At Risk,0
31643_US,2023-07-03,4,369.0174471992654,548,2,4,5,245,At Risk,0
39323_US,2023-07-16,3,368.73,535,2,4,5,245,At Risk,0
58103-7240_US,2023-08-10,2,368.70000000000005,510,2,4,5,245,At Risk,0
50073_US,2023-07-26,3,368.31775700934577,525,2,4,5,245,At Risk,0
9772915_IL,2023-08-22,3,368.01,498,2,4,5,245,At Risk,0
TN15 6QG_GB,2023-05-08,2,367.5083333333333,604,2,4,5,245,At Risk,0
PO12 4HY_GB,2023-03-10,2,367.5,663,1,4,5,145,At Risk,0
WN2 4RD_GB,2023-02-09,2,367.5,692,1,4,5,145,At Risk,0
19539_US,2023-05-01,4,367.2777777777778,611,1,4,5,145,At Risk,0
92055_US,2023-09-01,3,367.2255125284738,488,2,4,5,245,At Risk,0
G3N 3B6_CA,2023-04-04,2,367.14,638,1,4,5,145,At Risk,0
K0A 2X0_CA,2023-08-24,3,366.98,496,2,4,5,245,At Risk,0
68002_US,2023-05-16,4,366.89,596,2,4,5,245,At Risk,0
B8 1NB_GB,2023-05-26,1,366.6333333333333,586,2,1,5,215,Hibernating,2
26541_US,2023-07-21,3,366.08,530,2,4,5,245,At Risk,0
T5E 3Y8_CA,2023-08-07,2,365.56,513,2,4,5,245,At Risk,0
N6J 1Y4_CA,2023-07-15,3,365.53999999999996,536,2,4,5,245,At Risk,0
17038_US,2023-06-24,4,365.4722222222222,557,2,4,5,245,At Risk,0
T3N 0P5_CA,2023-07-23,3,365.14,528,2,4,5,245,At Risk,0
51234_US,2023-03-04,3,364.9626168224299,669,1,4,5,145,At Risk,0
61724_US,2023-02-27,2,364.68695652173915,674,1,4,5,145,At Risk,0
N0L 2P0_CA,2023-08-29,4,364.61,491,2,5,5,255,At Risk,0
6254_US,2023-07-20,3,364.5886224729666,531,2,4,5,245,At Risk,0
74883_US,2023-07-07,3,364.5560538116592,544,2,4,5,245,At Risk,0
49450_US,2023-09-03,3,364.4811320754717,486,2,4,5,245,At Risk,0
T4B 3T6_CA,2023-02-04,2,363.44,697,1,4,5,145,At Risk,0
87416_US,2023-05-26,3,363.37,586,2,4,5,245,At Risk,0
36319_US,2023-08-25,4,363.24,495,2,4,5,245,At Risk,0
1242_US,2023-02-22,1,363.2,679,1,1,5,115,Hibernating,2
23885_US,2023-08-21,5,362.9528301886792,499,2,5,5,255,At Risk,0
T3K 5V9_CA,2023-06-19,2,362.79,562,2,4,5,245,At Risk,0
07016-2571_US,2023-04-14,2,362.62256908439304,628,1,4,5,145,At Risk,0
IG8 0EG_GB,2023-06-18,3,362.5,563,2,4,5,245,At Risk,0
BT47 6PD_GB,2023-07-19,4,362.4916666666667,532,2,5,5,255,At Risk,0
78402_US,2023-03-28,2,362.3833718244804,645,1,4,5,145,At Risk,0
51573_US,2023-06-28,4,361.98130841121497,553,2,4,5,245,At Risk,0
RG27 0QG_GB,2023-06-12,5,361.95,569,2,5,5,255,At Risk,0
2667_US,2023-07-05,4,361.6,546,2,4,5,245,At Risk,0
39117_US,2023-05-01,4,360.66,611,1,4,5,145,At Risk,0
33873_US,2023-08-18,5,360.4884792626728,502,2,5,5,255,At Risk,0
92115-1843_US,2023-07-06,4,360.3826879271071,545,2,5,5,255,At Risk,0
77417_US,2023-08-17,4,360.26789838337186,503,2,5,5,255,At Risk,0
H7R 4B7_CA,2023-03-23,4,359.78,650,1,5,5,155,At Risk,0
47338_US,2023-08-18,3,359.4579439252336,502,2,4,5,245,At Risk,0
50511_US,2023-08-04,4,359.40186915887847,516,2,4,5,245,At Risk,0
E14 0QL_GB,2023-06-16,3,359.15833333333336,565,2,4,5,245,At Risk,0
E6 2DN_GB,2023-09-02,4,359.14166666666665,487,2,5,5,255,At Risk,0
97845_US,2023-08-19,4,359.13000000000005,501,2,5,5,255,At Risk,0
L1K0G4_CA,2023-01-19,2,359.09000000000003,713,1,4,5,145,At Risk,0
97115_US,2023-04-17,3,358.81,625,1,4,5,145,At Risk,0
99706_US,2023-08-07,3,358.62,513,2,4,5,245,At Risk,0
B29 6SB_GB,2023-08-02,5,358.31666666666666,518,2,5,5,255,At Risk,0
96385_US,2023-08-25,3,358.31,495,2,4,5,245,At Risk,0
T1J5G1_CA,2023-06-02,3,358.05,579,2,4,5,245,At Risk,0
L5N 4R7_CA,2023-05-15,2,358.01,597,2,4,5,245,At Risk,0
66856_US,2023-02-15,3,357.9819004524887,686,1,4,5,145,At Risk,0
80911-1253_US,2023-07-04,3,357.94964028776974,547,2,4,5,245,At Risk,0
91909_US,2023-03-23,4,357.8769931662871,650,1,5,5,155,At Risk,0
7610_NZ,2023-05-14,2,357.5,598,2,4,5,245,At Risk,0
10541-5010_US,2023-01-12,1,357.1986222732491,720,1,1,5,115,Hibernating,2
41858_US,2023-09-03,5,357.1792452830189,486,2,5,5,255,At Risk,0
4364_US,2023-08-03,4,356.83000000000004,517,2,4,5,245,At Risk,0
93523_US,2023-08-27,3,356.7927107061504,493,2,4,5,245,At Risk,0
96667-1278_US,2023-05-26,2,356.75,586,2,4,5,245,At Risk,0
05454-5580_US,2023-05-10,2,356.19,602,2,4,5,245,At Risk,0
RG14 5JR_GB,2023-06-30,4,355.675,551,2,5,5,255,At Risk,0
33157-2600_US,2023-09-05,4,355.66820276497697,484,2,4,5,245,At Risk,0
27311_US,2023-08-15,4,355.3581395348838,505,2,4,5,245,At Risk,0
64166_US,2023-05-31,3,354.9933326125347,581,2,4,5,245,At Risk,0
J3Y 5C1_CA,2023-04-27,2,354.98,615,1,4,5,145,At Risk,0
W2 4JT_GB,2023-06-23,2,354.9583333333333,558,2,4,5,245,At Risk,0
14485_US,2023-08-24,4,354.94833524684265,496,2,4,5,245,At Risk,0
J2T 4T6_CA,2023-08-09,3,354.89,511,2,4,5,245,At Risk,0
63382_US,2023-05-29,4,354.732043103759,583,2,4,5,245,At Risk,0
62239_US,2023-04-29,3,354.7217391304348,613,1,4,5,145,At Risk,0
49730_US,2023-08-13,4,354.60377358490564,507,2,4,5,245,At Risk,0
EH45 8EG_GB,2023-07-10,3,354.57500000000005,541,2,4,5,245,At Risk,0
65326_US,2023-09-03,4,354.49778354416696,486,2,4,5,245,At Risk,0
17347_US,2023-09-05,5,354.48148148148147,484,2,5,5,255,At Risk,0
48371-4187_US,2023-04-06,2,354.4811320754717,636,1,4,5,145,At Risk,0
EH14 7HS_GB,2023-06-03,1,354.15000000000003,578,2,2,5,225,Hibernating,2
A0G3N0_CA,2023-01-08,2,354.12,724,1,4,5,145,At Risk,0
82602_US,2023-06-29,4,353.79,552,2,5,5,255,At Risk,0
62831_US,2023-06-26,6,353.3826086956522,555,2,5,5,255,At Risk,0
S4R 4J7_CA,2023-03-01,2,353.21999999999997,672,1,4,5,145,At Risk,0
65652_US,2023-06-16,4,353.0111363390637,565,2,4,5,245,At Risk,0
6230-421_PT,2023-07-28,5,352.9105691056911,523,2,5,5,255,At Risk,0
WD5 0DG_GB,2023-05-12,2,352.87499999999994,600,2,4,5,245,At Risk,0
53012-9362_US,2023-04-16,1,352.84309133489467,626,1,1,5,115,Hibernating,2
33166-2861_US,2023-04-29,6,352.75576036866363,613,1,5,5,155,At Risk,0
44627_US,2023-09-05,4,352.3703703703704,484,2,4,5,245,At Risk,0
B6L 1N4_CA,2023-03-20,2,351.78999999999996,653,1,4,5,145,At Risk,0
2706_AU,2023-08-07,3,351.29999999999995,513,2,4,5,245,At Risk,0
L8H 4J5_CA,2023-06-06,4,351.02,575,2,5,5,255,At Risk,0
